MS,MS Name,CCI,Ver,Title,Fund,Priority,TO_code,To short,TO long,Category of region,EAFRD Measure code,Measure short description,EAFRD Focus Area code,Focus area short description,EU Amount,National Amount,Total Amount,EU co-financing,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,"194,784,375.00",3437371324,22915808824,85%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"3,750,000.00",66176471,441176471,85%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"475,002,608.00",4020654847,51520915647,922.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,"5,100,000.00",72484999,582484999,8756.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M07,Basic services,FA_P4,Priority 4,"261,250.00",3843242,29968242,8718.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M08,Forest,FA_P4,Priority 4,"726,179,005.00",1296516958,8558307008,8485.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"160,898,804.00",2839390657,18929271057,85%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,"194,784,375.00",3437371324,22915808824,85%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"3,750,000.00",66176471,441176471,85%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"475,002,608.00",4020654847,51520915647,922.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5A,Water efficiency,"1,700,000.00",25008637,195008637,8718.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5C,Renewable energy,"245,000.00",3604195,28104195,8718.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5D,Reducing GHG and NH3,"3,025,000.00",44500672,347000672,8718.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5E,Carbon conservation / sequestration,"1,077,500.00",15851057,123601057,8718.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5A,Water efficiency,"15,000,000.00",220664441,1720664441,8718.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5C,Renewable energy,"5,000,000.00",73554814,573554814,8718.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5D,Reducing GHG and NH3,"1,500,000.00",7947368,157947368,9497.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5E,Carbon conservation / sequestration,"11,500,000.00",155056996,1305056996,8812.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5A,Water efficiency,"10,500,000.00",55631579,1105631579,9497.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5B,Energy efficiency,"1,750,000.00",927193,18427193,9497.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5C,Renewable energy,"1,000,000.00",5298246,105298246,9497.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5E,Carbon conservation / sequestration,"2,750,000.00",14570176,289570176,9497.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5B,Energy efficiency,"10,000,000.00",176470589,1176470589,85%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5C,Renewable energy,"24,000,000.00",423529412,2823529412,85%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5D,Reducing GHG and NH3,"1,000,000.00",17647058,117647058,85%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5E,Carbon conservation / sequestration,"24,436,975.00",431240735,2874938235,85%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5C,Renewable energy,"20,940,000.00",30804756,240204756,8718.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,"88,029,699.00",1573494006,10376463906,8484.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M10,Agri-environment-climate,FA_5D,Reducing GHG and NH3,"21,562,500.00",380514706,2536764706,85%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M10,Agri-environment-climate,FA_5E,Carbon conservation / sequestration,"10,781,250.00",190257353,1268382353,85%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M11,Organic Farming,FA_5D,Reducing GHG and NH3,"211,306,250.00",3728933823,24859558823,85%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P5,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_5A,Water efficiency,"484,856,541.00",8556291898,57041945998,85%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P6,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_6C,ICT,"397,500.00",5847603,45597603,8718.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P6,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_6C,ICT,"2,500,000.00",13245615,263245615,9497.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P6,2,Information & Communication Technologies,Enhancing access to and use and quality of information and communication technologies (ICT),VOID,M07,Basic services,FA_6C,ICT,"65,571,561.00",916940795,7474096895,8773.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,M06,Farm and business development,FA_6A,"Diversification, SMEs and job creation","78,000,000.00",107123662,887123662,8792.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M04,Physical Investment,FA_6B,Local development,"10,000,000.00",127565241,1127565241,8869.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M07,Basic services,FA_6B,Local development,"30,712,500.00",454397246,3525647246,8711.00%,,
GR,Greece,2014GR06RDNP001,13,Greece - National Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,"400,000,000.00",2105263156,42105263156,95%,,
GR,Greece,2014GR14MFOP001,13,Maritime and Fisheries - Greece,EMFF,,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,VOID,VOID,VOID,VOID,"186,996,106.00",6483646855,25183257455,7425.00%,,
GR,Greece,2014GR14MFOP001,13,Maritime and Fisheries - Greece,EMFF,,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,VOID,VOID,VOID,VOID,"5,000,000.00",173363152,673363152,7425.00%,,
GR,Greece,2014GR14MFOP001,13,Maritime and Fisheries - Greece,EMFF,,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,VOID,VOID,VOID,VOID,"136,128,894.00",4719946818,18332836218,7425.00%,,
GR,Greece,2014GR14MFOP001,13,Maritime and Fisheries - Greece,EMFF,,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,VOID,VOID,VOID,VOID,"47,875,000.00",1659952177,6447452177,7425.00%,,
GR,Greece,2014GR14MFOP001,13,Maritime and Fisheries - Greece,EMFF,,TA,Technical Assistance,Technical Assistance,VOID,VOID,VOID,VOID,VOID,"12,777,914.00",4259305,17037219,75%,,
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,1,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,VOID,VOID,VOID,VOID,VOID,"281,247,815.00",49631968,330879783,85%,,
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,3,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,VOID,VOID,VOID,VOID,VOID,"430,000,000.00",75882353,505882353,85%,,
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,6,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,VOID,VOID,VOID,VOID,VOID,"50,045,000.00",8831471,58876471,85%,,
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,7,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,VOID,VOID,VOID,VOID,VOID,"72,500,000.00",12794118,85294118,85%,,
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,9,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,VOID,VOID,VOID,VOID,"448,333,000.00",79117589,527450589,85%,,
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,11,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,VOID,VOID,VOID,VOID,"98,171,734.00",17324424,115496158,85%,,
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,14,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,VOID,VOID,VOID,VOID,"1,739,936,902.00",307047689,2046984591,85%,,
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,16,TA,Technical Assistance,Technical Assistance,VOID,VOID,VOID,VOID,VOID,"58,504,396.00",10324306,68828702,85%,,
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,ERDF,2,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,More developed,VOID,VOID,VOID,VOID,"173,000,000.00",43250000,216250000,80%,,
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,ERDF,4,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,Transition,VOID,VOID,VOID,VOID,"100,000,000.00",25000000,125000000,80%,,
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,ERDF,5,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,Less developed,VOID,VOID,VOID,VOID,"16,298,720.00",4074680,20373400,80%,,
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,ERDF,5,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,Transition,VOID,VOID,VOID,VOID,"33,200,000.00",8300000,41500000,80%,,
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,ERDF,8,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,Less developed,VOID,VOID,VOID,VOID,"670,557,585.00",167639397,838196982,80%,,
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,ERDF,10,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,Less developed,VOID,VOID,VOID,VOID,"33,683,000.00",8420750,42103750,80%,,
