MS,MS Name,CCI,Ver,Title,Fund,Priority,TO_code,To short,TO long,Category of region,EAFRD Measure code,Measure short description,EAFRD Focus Area code,Focus area short description,EU Amount,National Amount,Total Amount,EU co-financing
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_P4,Priority 4,"111,632,500.00","16,422,215.34","128,054,715.34",87.18%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_P4,Priority 4,"24,000,000.00","3,342,376.71","27,342,376.71",87.78%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_P4,Priority 4,"24,500,000.00","1,298,070.17","25,798,070.17",94.97%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M04,Physical Investment,FA_P4,Priority 4,"5,100,000.00","724,849.99","5,824,849.99",87.56%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M07,Basic services,FA_P4,Priority 4,"261,250.00","38,432.42","299,682.42",87.18%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M08,Forest,FA_P4,Priority 4,"72,617,900.50","12,965,169.58","85,583,070.08",84.85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"160,898,804.00","28,393,906.57","189,292,710.57",85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,"194,784,375.00","34,373,713.24","229,158,088.24",85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"3,750,000.00","661,764.71","4,411,764.71",85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"475,002,608.00","40,206,548.47","515,209,156.47",92.2%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,"5,100,000.00","724,849.99","5,824,849.99",87.56%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M07,Basic services,FA_P4,Priority 4,"261,250.00","38,432.42","299,682.42",87.18%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M08,Forest,FA_P4,Priority 4,"72,617,900.50","12,965,169.58","85,583,070.08",84.85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"160,898,804.00","28,393,906.57","189,292,710.57",85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,"194,784,375.00","34,373,713.24","229,158,088.24",85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"3,750,000.00","661,764.71","4,411,764.71",85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"475,002,608.00","40,206,548.47","515,209,156.47",92.2%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5A,Water efficiency,"1,700,000.00","250,086.37","1,950,086.37",87.18%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5C,Renewable energy,"245,000.00","36,041.95","281,041.95",87.18%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5D,Reducing GHG and NH3,"3,025,000.00","445,006.72","3,470,006.72",87.18%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5E,Carbon conservation / sequestration,"1,077,500.00","158,510.57","1,236,010.57",87.18%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5A,Water efficiency,"15,000,000.00","2,206,644.41","17,206,644.41",87.18%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5C,Renewable energy,"5,000,000.00","735,548.14","5,735,548.14",87.18%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5D,Reducing GHG and NH3,"1,500,000.00","79,473.68","1,579,473.68",94.97%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5E,Carbon conservation / sequestration,"11,500,000.00","1,550,569.96","13,050,569.96",88.12%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5A,Water efficiency,"10,500,000.00","556,315.79","11,056,315.79",94.97%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5B,Energy efficiency,"1,750,000.00","92,719.30","1,842,719.30",94.97%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5C,Renewable energy,"1,000,000.00","52,982.46","1,052,982.46",94.97%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5E,Carbon conservation / sequestration,"2,750,000.00","145,701.76","2,895,701.76",94.97%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5B,Energy efficiency,"10,000,000.00","1,764,705.89","11,764,705.89",85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5C,Renewable energy,"24,000,000.00","4,235,294.12","28,235,294.12",85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5D,Reducing GHG and NH3,"1,000,000.00","176,470.58","1,176,470.58",85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5E,Carbon conservation / sequestration,"24,436,975.00","4,312,407.35","28,749,382.35",85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5C,Renewable energy,"20,940,000.00","3,080,475.60","24,020,475.60",87.18%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,"88,029,699.00","15,734,940.06","103,764,639.06",84.84%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M10,Agri-environment-climate,FA_5D,Reducing GHG and NH3,"21,562,500.00","3,805,147.06","25,367,647.06",85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M10,Agri-environment-climate,FA_5E,Carbon conservation / sequestration,"10,781,250.00","1,902,573.53","12,683,823.53",85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M11,Organic Farming,FA_5D,Reducing GHG and NH3,"211,306,250.00","37,289,338.23","248,595,588.23",85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P5,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_5A,Water efficiency,"484,856,541.00","85,562,918.98","570,419,459.98",85%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P6,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_6C,ICT,"397,500.00","58,476.03","455,976.03",87.18%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P6,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_6C,ICT,"2,500,000.00","132,456.15","2,632,456.15",94.97%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P6,2,Information & Communication Technologies,Enhancing access to and use and quality of information and communication technologies (ICT),VOID,M07,Basic services,FA_6C,ICT,"65,571,561.00","9,169,407.95","74,740,968.95",87.73%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,M06,Farm and business development,FA_6A,"Diversification, SMEs and job creation","78,000,000.00","10,712,366.20","88,712,366.20",87.92%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M04,Physical Investment,FA_6B,Local development,"10,000,000.00","1,275,652.41","11,275,652.41",88.69%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M07,Basic services,FA_6B,Local development,"30,712,500.00","4,543,972.46","35,256,472.46",87.11%
GR,Greece,2014GR06RDNP001,1.3,Greece - National Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,"400,000,000.00","21,052,631.56","421,052,631.56",95%
GR,Greece,2014GR14MFOP001,1.3,Maritime and Fisheries - Greece,EMFF,,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,VOID,VOID,VOID,VOID,"186,996,106.00","64,836,468.55","251,832,574.55",74.25%
GR,Greece,2014GR14MFOP001,1.3,Maritime and Fisheries - Greece,EMFF,,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,VOID,VOID,VOID,VOID,"5,000,000.00","1,733,631.52","6,733,631.52",74.25%
GR,Greece,2014GR14MFOP001,1.3,Maritime and Fisheries - Greece,EMFF,,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,VOID,VOID,VOID,VOID,"136,128,894.00","47,199,468.18","183,328,362.18",74.25%
GR,Greece,2014GR14MFOP001,1.3,Maritime and Fisheries - Greece,EMFF,,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,VOID,VOID,VOID,VOID,"47,875,000.00","16,599,521.77","64,474,521.77",74.25%
GR,Greece,2014GR14MFOP001,1.3,Maritime and Fisheries - Greece,EMFF,,TA,Technical Assistance,Technical Assistance,VOID,VOID,VOID,VOID,VOID,"12,777,914.00","4,259,305.00","17,037,219.00",75%
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,1,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,VOID,VOID,VOID,VOID,VOID,"281,247,815.00","49,631,968.00","330,879,783.00",85%
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,3,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,VOID,VOID,VOID,VOID,VOID,"430,000,000.00","75,882,353.00","505,882,353.00",85%
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,6,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,VOID,VOID,VOID,VOID,VOID,"50,045,000.00","8,831,471.00","58,876,471.00",85%
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,7,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,VOID,VOID,VOID,VOID,VOID,"72,500,000.00","12,794,118.00","85,294,118.00",85%
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,9,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,VOID,VOID,VOID,VOID,"448,333,000.00","79,117,589.00","527,450,589.00",85%
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,11,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,VOID,VOID,VOID,VOID,"98,171,734.00","17,324,424.00","115,496,158.00",85%
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,14,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,VOID,VOID,VOID,VOID,"1,739,936,902.00","307,047,689.00","2,046,984,591.00",85%
GR,Greece,2014GR16M1OP001,3,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,CF,16,TA,Technical Assistance,Technical Assistance,VOID,VOID,VOID,VOID,VOID,"58,504,396.00","10,324,306.00","68,828,702.00",85%
